Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"WASHC1","WASH Complex Subunit 1","Protein Coding","24","GC09M000016","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WASHC1"
"KLRA1P","Killer Cell Lectin Like Receptor A1, Pseudogene","Pseudogene","16","GC12M019994","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRA1P"
"HNRNPUL2-BSCL2","HNRNPUL2-BSCL2 Readthrough (NMD Candidate)","RNA Gene","16","GC11M084560","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPUL2-BSCL2"
"OVAAL","Ovarian Adenocarcinoma Amplified Long Non-Coding RNA","RNA Gene","16","GC01P180509","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OVAAL"
"PINK1-AS","PINK1 Antisense RNA","RNA Gene","14","GC01M020642","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PINK1-AS"
"PANTR1","POU3F3 Adjacent Non-Coding Transcript 1","RNA Gene","14","GC02M104806","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANTR1"
"MIR1208","MicroRNA 1208","RNA Gene","14","GC08P128150","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1208"
"MIR1229","MicroRNA 1229","RNA Gene","14","GC05M179798","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1229"
"MIR510","MicroRNA 510","RNA Gene","14","GC0XM147272","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR510"
"MIR3148","MicroRNA 3148","RNA Gene","11","GC08M029957","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3148"
"MIR1193","MicroRNA 1193","RNA Gene","11","GC14P109060","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1193"
"MIR7977","MicroRNA 7977","RNA Gene","9","GC03P176515","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7977"
"ENSG00000266919","Hsa-Mir-423","Uncategorized","6","GC17M033810","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000266919"
"LOC109504728","Chromosome 9 Open Reading Frame 72 Repeat Instability Region","Biological Region","2","GC09P027604","0.214587792754173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC109504728"
"KCNJ1","Potassium Inwardly Rectifying Channel Subfamily J Member 1","Protein Coding","48","GC11M128741","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ1"
"RORB","RAR Related Orphan Receptor B","Protein Coding","48","GC09P074497","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RORB"
"SLC12A1","Solute Carrier Family 12 Member 1","Protein Coding","47","GC15P048191","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A1"
"FUCA1","Alpha-L-Fucosidase 1","Protein Coding","46","GC01M023845","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUCA1"
"PDK3","Pyruvate Dehydrogenase Kinase 3","Protein Coding","46","GC0XP024465","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDK3"
"ANTXR2","ANTXR Cell Adhesion Molecule 2","Protein Coding","46","GC04M079901","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANTXR2"
"GALNT3","Polypeptide N-Acetylgalactosaminyltransferase 3","Protein Coding","45","GC02M165747","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT3"
"ABCA4","ATP Binding Cassette Subfamily A Member 4","Protein Coding","45","GC01M093992","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA4"
"NPY2R","Neuropeptide Y Receptor Y2","Protein Coding","44","GC04P155173","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY2R"
"GAD2","Glutamate Decarboxylase 2","Protein Coding","44","GC10P026216","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAD2"
"GBE1","1,4-Alpha-Glucan Branching Enzyme 1","Protein Coding","44","GC03M081489","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBE1"
"FBLN2","Fibulin 2","Protein Coding","44","GC03P013565","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLN2"
"PDE6C","Phosphodiesterase 6C","Protein Coding","44","GC10P093612","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE6C"
"CRB1","Crumbs Cell Polarity Complex Component 1","Protein Coding","44","GC01P197170","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRB1"
"BTD","Biotinidase","Protein Coding","44","GC03P016758","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTD"
"MED12","Mediator Complex Subunit 12","Protein Coding","44","GC0XP071118","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED12"
"POFUT1","Protein O-Fucosyltransferase 1","Protein Coding","44","GC20P032207","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POFUT1"
"SLC16A3","Solute Carrier Family 16 Member 3","Protein Coding","44","GC17P082217","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A3"
"SEC63","SEC63 Homolog, Protein Translocation Regulator","Protein Coding","43","GC06M107867","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC63"
"PNMT","Phenylethanolamine N-Methyltransferase","Protein Coding","43","GC17P039667","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNMT"
"NEFM","Neurofilament Medium Chain","Protein Coding","42","GC08P024913","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEFM"
"RHOH","Ras Homolog Family Member H","Protein Coding","42","GC04P040192","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOH"
"SECISBP2","SECIS Binding Protein 2","Protein Coding","42","GC09P089318","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SECISBP2"
"TST","Thiosulfate Sulfurtransferase","Protein Coding","42","GC22M037010","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TST"
"ARCN1","Archain 1","Protein Coding","42","GC11P118572","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARCN1"
"CELSR2","Cadherin EGF LAG Seven-Pass G-Type Receptor 2","Protein Coding","42","GC01P109250","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELSR2"
"INHBB","Inhibin Subunit Beta B","Protein Coding","42","GC02P121070","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHBB"
"SLC22A8","Solute Carrier Family 22 Member 8","Protein Coding","42","GC11M084576","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A8"
"XPR1","Xenotropic And Polytropic Retrovirus Receptor 1","Protein Coding","42","GC01P180632","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPR1"
"LIMS2","LIM Zinc Finger Domain Containing 2","Protein Coding","41","GC02M127638","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMS2"
"KCNAB1","Potassium Voltage-Gated Channel Subfamily A Regulatory Beta Subunit 1","Protein Coding","41","GC03P156037","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNAB1"
"OSBPL2","Oxysterol Binding Protein Like 2","Protein Coding","41","GC20P062231","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSBPL2"
"NT5C3A","5'-Nucleotidase, Cytosolic IIIA","Protein Coding","41","GC07M033014","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5C3A"
"RNPEP","Arginyl Aminopeptidase","Protein Coding","41","GC01P201982","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPEP"
"SULT1C2","Sulfotransferase Family 1C Member 2","Protein Coding","41","GC02P108288","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT1C2"
"SETBP1","SET Binding Protein 1","Protein Coding","41","GC18P044680","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETBP1"
"CRTC1","CREB Regulated Transcription Coactivator 1","Protein Coding","41","GC19P050956","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRTC1"
"RP2","RP2 Activator Of ARL3 GTPase","Protein Coding","41","GC0XP046836","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RP2"
"IFT172","Intraflagellar Transport 172","Protein Coding","40","GC02M028005","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT172"
"LILRB3","Leukocyte Immunoglobulin Like Receptor B3","Protein Coding","40","GC19M054216","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRB3"
"NDEL1","NudE Neurodevelopment Protein 1 Like 1","Protein Coding","40","GC17P010656","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDEL1"
"NOP10","NOP10 Ribonucleoprotein","Protein Coding","40","GC15M034341","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP10"
"ELOVL6","ELOVL Fatty Acid Elongase 6","Protein Coding","40","GC04M110045","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOVL6"
"IFRD1","Interferon Related Developmental Regulator 1","Protein Coding","40","GC07P112422","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFRD1"
"BRPF1","Bromodomain And PHD Finger Containing 1","Protein Coding","40","GC03P009731","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRPF1"
"OLFM1","Olfactomedin 1","Protein Coding","40","GC09P135075","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLFM1"
"MEST","Mesoderm Specific Transcript","Protein Coding","40","GC07P130486","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEST"
"SLC35B2","Solute Carrier Family 35 Member B2","Protein Coding","40","GC06M044254","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35B2"
"SPON2","Spondin 2","Protein Coding","40","GC04M001166","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPON2"
"DHH","Desert Hedgehog Signaling Molecule","Protein Coding","40","GC12M049366","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHH"
"DIO3","Iodothyronine Deiodinase 3","Protein Coding","40","GC14P108873","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO3"
"CYTH2","Cytohesin 2","Protein Coding","40","GC19P052236","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTH2"
"BRD1","Bromodomain Containing 1","Protein Coding","40","GC22M049773","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD1"
"MED15","Mediator Complex Subunit 15","Protein Coding","40","GC22P033315","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED15"
"POLD3","DNA Polymerase Delta 3, Accessory Subunit","Protein Coding","40","GC11P074526","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLD3"
"TRIP4","Thyroid Hormone Receptor Interactor 4","Protein Coding","40","GC15P092226","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIP4"
"LDHAL6B","Lactate Dehydrogenase A Like 6B","Protein Coding","39","GC15P059206","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHAL6B"
"GEN1","GEN1 Holliday Junction 5' Flap Endonuclease","Protein Coding","39","GC02P017754","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GEN1"
"SUCNR1","Succinate Receptor 1","Protein Coding","39","GC03P151873","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCNR1"
"SLC45A2","Solute Carrier Family 45 Member 2","Protein Coding","39","GC05M033944","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC45A2"
"ERGIC1","Endoplasmic Reticulum-Golgi Intermediate Compartment 1","Protein Coding","39","GC05P172834","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERGIC1"
"RFWD3","Ring Finger And WD Repeat Domain 3","Protein Coding","39","GC16M074621","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFWD3"
"UBAP1","Ubiquitin Associated Protein 1","Protein Coding","39","GC09P034179","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAP1"
"IPMK","Inositol Polyphosphate Multikinase","Protein Coding","38","GC10M058191","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPMK"
"NFE2L3","NFE2 Like BZIP Transcription Factor 3","Protein Coding","38","GC07P026152","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L3"
"GPM6B","Glycoprotein M6B","Protein Coding","38","GC0XM013789","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPM6B"
"ADAMTS14","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 14","Protein Coding","38","GC10P070672","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS14"
"RIOK3","RIO Kinase 3","Protein Coding","38","GC18P023452","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIOK3"
"SYT14","Synaptotagmin 14","Protein Coding","38","GC01P209900","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT14"
"UQCRH","Ubiquinol-Cytochrome C Reductase Hinge Protein","Protein Coding","38","GC01P046303","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRH"
"TBCE","Tubulin Folding Cofactor E","Protein Coding","38","GC01P235399","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCE"
"SLC25A14","Solute Carrier Family 25 Member 14","Protein Coding","38","GC0XP130339","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A14"
"SRP19","Signal Recognition Particle 19","Protein Coding","38","GC05P112862","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP19"
"CERS3","Ceramide Synthase 3","Protein Coding","38","GC15M114806","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERS3"
"MIA2","MIA SH3 Domain ER Export Factor 2","Protein Coding","38","GC14P039230","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIA2"
"PPT2","Palmitoyl-Protein Thioesterase 2","Protein Coding","38","GC06P032153","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPT2"
"PGM2","Phosphoglucomutase 2","Protein Coding","38","GC04P038007","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGM2"
"FAM111A","FAM111 Trypsin Like Peptidase A","Protein Coding","37","GC11P059142","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM111A"
"HECTD1","HECT Domain E3 Ubiquitin Protein Ligase 1","Protein Coding","37","GC14M031100","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HECTD1"
"HMG20A","High Mobility Group 20A","Protein Coding","37","GC15P077420","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMG20A"
"MRGPRX1","MAS Related GPR Family Member X1","Protein Coding","37","GC11M018955","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRGPRX1"
"ACAD11","Acyl-CoA Dehydrogenase Family Member 11","Protein Coding","37","GC03M132559","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAD11"
"PCYOX1","Prenylcysteine Oxidase 1","Protein Coding","37","GC02P070257","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCYOX1"
"RUSC2","RUN And SH3 Domain Containing 2","Protein Coding","37","GC09P035490","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUSC2"
"SPAG16","Sperm Associated Antigen 16","Protein Coding","37","GC02P213284","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAG16"
"TANC2","Tetratricopeptide Repeat, Ankyrin Repeat And Coiled-Coil Containing 2","Protein Coding","37","GC17P062967","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANC2"
"ANKFY1","Ankyrin Repeat And FYVE Domain Containing 1","Protein Coding","37","GC17M004163","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKFY1"
"EHD4","EH Domain Containing 4","Protein Coding","37","GC15M041895","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHD4"
"CREB3L4","CAMP Responsive Element Binding Protein 3 Like 4","Protein Coding","37","GC01P153967","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB3L4"
"CMBL","Carboxymethylenebutenolidase Homolog","Protein Coding","37","GC05M010275","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMBL"
"CNTLN","Centlein","Protein Coding","37","GC09P017124","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTLN"
"ATRN","Attractin","Protein Coding","37","GC20P003471","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRN"
"IL17C","Interleukin 17C","Protein Coding","37","GC16P088638","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17C"
"PPIL3","Peptidylprolyl Isomerase Like 3","Protein Coding","37","GC02M200870","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIL3"
"PCBD2","Pterin-4 Alpha-Carbinolamine Dehydratase 2","Protein Coding","37","GC05P134904","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBD2"
"POLD4","DNA Polymerase Delta 4, Accessory Subunit","Protein Coding","37","GC11M067350","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLD4"
"PAFAH2","Platelet Activating Factor Acetylhydrolase 2","Protein Coding","37","GC01M025971","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH2"
"PIGU","Phosphatidylinositol Glycan Anchor Biosynthesis Class U","Protein Coding","37","GC20M034560","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGU"
"KIF16B","Kinesin Family Member 16B","Protein Coding","37","GC20M016272","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF16B"
"PKIG","CAMP-Dependent Protein Kinase Inhibitor Gamma","Protein Coding","37","GC20P044531","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKIG"
"USP21","Ubiquitin Specific Peptidase 21","Protein Coding","37","GC01P161159","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP21"
"ZNF384","Zinc Finger Protein 384","Protein Coding","37","GC12M006841","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF384"
"LHX9","LIM Homeobox 9","Protein Coding","36","GC01P197911","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHX9"
"NANOS1","Nanos C2HC-Type Zinc Finger 1","Protein Coding","36","GC10P119029","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NANOS1"
"NKTR","Natural Killer Cell Triggering Receptor","Protein Coding","36","GC03P042600","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKTR"
"MMP26","Matrix Metallopeptidase 26","Protein Coding","36","GC11P004706","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP26"
"MRPS24","Mitochondrial Ribosomal Protein S24","Protein Coding","36","GC07M043868","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS24"
"TAF5","TATA-Box Binding Protein Associated Factor 5","Protein Coding","36","GC10P103368","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF5"
"SNX19","Sorting Nexin 19","Protein Coding","36","GC11M130868","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX19"
"TRIM62","Tripartite Motif Containing 62","Protein Coding","36","GC01M033147","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM62"
"SPATA6","Spermatogenesis Associated 6","Protein Coding","36","GC01M048260","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA6"
"TDRD3","Tudor Domain Containing 3","Protein Coding","36","GC13P060396","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDRD3"
"SLU7","SLU7 Homolog, Splicing Factor","Protein Coding","36","GC05M160401","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLU7"
"ARRDC3","Arrestin Domain Containing 3","Protein Coding","36","GC05M091368","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARRDC3"
"RHEBL1","RHEB Like 1","Protein Coding","36","GC12M049064","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHEBL1"
"PYROXD1","Pyridine Nucleotide-Disulphide Oxidoreductase Domain 1","Protein Coding","36","GC12P021437","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYROXD1"
"PRPF40A","Pre-MRNA Processing Factor 40 Homolog A","Protein Coding","36","GC02M152651","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF40A"
"FSIP1","Fibrous Sheath Interacting Protein 1","Protein Coding","35","GC15M039594","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSIP1"
"INTS5","Integrator Complex Subunit 5","Protein Coding","35","GC11M084555","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS5"
"JOSD1","Josephin Domain Containing 1","Protein Coding","35","GC22M055080","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JOSD1"
"FKBP11","FKBP Prolyl Isomerase 11","Protein Coding","35","GC12M049346","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP11"
"RNF39","Ring Finger Protein 39","Protein Coding","35","GC06M061207","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF39"
"RUSC1","RUN And SH3 Domain Containing 1","Protein Coding","35","GC01P155320","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUSC1"
"TMEM11","Transmembrane Protein 11","Protein Coding","35","GC17M021197","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM11"
"AFAP1L1","Actin Filament Associated Protein 1 Like 1","Protein Coding","35","GC05P149271","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFAP1L1"
"MAL2","Mal, T Cell Differentiation Protein 2","Protein Coding","35","GC08P119165","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAL2"
"MCUR1","Mitochondrial Calcium Uniporter Regulator 1","Protein Coding","35","GC06M013788","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCUR1"
"RLN3","Relaxin 3","Protein Coding","35","GC19P014092","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RLN3"
"PELI3","Pellino E3 Ubiquitin Protein Ligase Family Member 3","Protein Coding","35","GC11P066466","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PELI3"
"DONSON","DNA Replication Fork Stabilization Factor DONSON","Protein Coding","35","GC21M033559","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DONSON"
"UBR3","Ubiquitin Protein Ligase E3 Component N-Recognin 3","Protein Coding","35","GC02P169827","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR3"
"ZFPL1","Zinc Finger Protein Like 1","Protein Coding","35","GC11P065084","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFPL1"
"NKAIN2","Sodium/Potassium Transporting ATPase Interacting 2","Protein Coding","34","GC06P123803","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKAIN2"
"NPAS4","Neuronal PAS Domain Protein 4","Protein Coding","34","GC11P069077","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPAS4"
"FNDC3A","Fibronectin Type III Domain Containing 3A","Protein Coding","34","GC13P048975","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC3A"
"FOXJ3","Forkhead Box J3","Protein Coding","34","GC01M042176","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXJ3"
"FBXO42","F-Box Protein 42","Protein Coding","34","GC01M016343","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO42"
"PNRC2","Proline Rich Nuclear Receptor Coactivator 2","Protein Coding","34","GC01P024397","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNRC2"
"TADA2B","Transcriptional Adaptor 2B","Protein Coding","34","GC04P007219","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TADA2B"
"SYNE3","Spectrin Repeat Containing Nuclear Envelope Family Member 3","Protein Coding","34","GC14M099746","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNE3"
"ANAPC4","Anaphase Promoting Complex Subunit 4","Protein Coding","34","GC04P025379","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC4"
"B4GAT1","Beta-1,4-Glucuronyltransferase 1","Protein Coding","34","GC11M066345","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GAT1"
"C11orf58","Chromosome 11 Open Reading Frame 58","Protein Coding","34","GC11P016613","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C11orf58"
"AIF1L","Allograft Inflammatory Factor 1 Like","Protein Coding","34","GC09P131169","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIF1L"
"DBR1","Debranching RNA Lariats 1","Protein Coding","34","GC03M138160","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBR1"
"LRRC8D","Leucine Rich Repeat Containing 8 VRAC Subunit D","Protein Coding","34","GC01P089821","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC8D"
"PALMD","Palmdelphin","Protein Coding","34","GC01P099646","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PALMD"
"PXDNL","Peroxidasin Like","Protein Coding","34","GC08M051319","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXDNL"
"USP35","Ubiquitin Specific Peptidase 35","Protein Coding","34","GC11P078188","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP35"
"LEMD1","LEM Domain Containing 1","Protein Coding","33","GC01M205381","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEMD1"
"MMD2","Monocyte To Macrophage Differentiation Associated 2","Protein Coding","33","GC07M004892","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMD2"
"GPANK1","G-Patch Domain And Ankyrin Repeats 1","Protein Coding","33","GC06M061308","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPANK1"
"GPR32","G Protein-Coupled Receptor 32","Protein Coding","33","GC19P050770","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR32"
